student_id,school_id,class_en,class_ar,first_name_en,first_name_ar,last_name_en,last_name_ar,date_of_birth,date_of_birth_hijri,gender,registration_no,poi_number,identity_type,image_url
43,56,Second Intermediate,الثاني متوسط,Nader,نادر,Hassan Youssef Hassan Tawfik,منصور باسل باسل جابر,2011-10-10,1432-10-10,Male,REG260999,155360075,Iqama,https://files.catbox.moe/ki5ubc.jpg
51,712,Second Intermediate,الثاني متوسط,Lina,لينا,Nasser Abdullah Saud Al Qahtani,خالد رامي باسل كنعان,2015-05-21,1436-05-21,Female,REG624715,285887430,Iqama,https://files.catbox.moe/mq2lyu.jpg
55,28,Second Intermediate,الثاني متوسط,Fahad,فهد,Nasser Abdullah Saud Al Qahtani,خالد رامي باسل كنعان,2008-06-01,1429-06-01,Male,REG193615,258822031,Iqama,https://files.catbox.moe/pusrqu.jpg
60,71,Second Intermediate,الثاني متوسط,Khalid,خالد,Turki Fahad Fahad Al Saud,محمد رامي باسل عازار,2011-02-27,1432-02-27,Male,REG916889,198058826,Iqama,https://files.catbox.moe/ki5ubc.jpg
82,710,Second Intermediate,الثاني متوسط,Maha,مها,Saud Fahad Abdullah Al Saud,عمر عمر عبد الرحمن عبد الرحمن,2006-09-17,1427-09-17,Female,REG979285,134589835,National_ID,https://files.catbox.moe/emgnbf.jpg
87,713,Second Intermediate,الثاني متوسط,Hala,هاله,Fahad Fahad Khalid Al Saud,عبدالله تركي سعود المطيري,2010-10-24,1431-10-24,Female,REG769757,112214898,Iqama,https://files.catbox.moe/mq2lyu.jpg
89,638,Second Intermediate,الثاني متوسط,Huda,هدي,Fahad Fahad Khalid Al Saud,عبدالله تركي سعود المطيري,2011-10-01,1432-10-01,Female,REG162258,232114421,Iqama,https://files.catbox.moe/emgnbf.jpg
91,23,Second Intermediate,الثاني متوسط,Tarek,طارق,Fahad Fahad Khalid Al Saud,عبدالله تركي سعود المطيري,2016-01-19,1437-01-19,Male,REG359516,124607716,Iqama,https://files.catbox.moe/ki5ubc.jpg
93,55,Second Intermediate,الثاني متوسط,Tarek,طارق,Fahad Khalid Turki Al Harbi,يوسف طارق طارق فريد,2019-02-20,1440-02-20,Male,REG574608,111482262,National_ID,https://files.catbox.moe/pusrqu.jpg
99,72,Second Intermediate,الثاني متوسط,Hassan,حسن,Rami Bassel Bassel Jaber,ناصر كرم باسل خوري,2017-05-09,1438-05-09,Male,REG472976,245052001,National_ID,https://files.catbox.moe/ki5ubc.jpg
257,379,Fifth Primary,الخامس الابتدائي,Maha,مها,Karim Tarek Hassan El Sayed,خالد تركي عبدالله آل سعود,2008-12-01,1429-12-01,Female,REG828109,170933338,National_ID,https://files.catbox.moe/tyqlaa.jpg
273,256,Fifth Primary,الخامس الابتدائي,Abdelrahman,عبد الرحمن,Faisal Nader Karam Haddad,يوسف يوسف حسن محمود,2008-08-12,1429-08-12,Male,REG544303,180996619,National_ID,https://files.catbox.moe/ypraoq.jpg
275,547,Fifth Primary,الخامس الابتدائي,Rima,ريما,Faisal Nader Karam Haddad,يوسف يوسف حسن محمود,2011-07-04,1432-07-04,Female,REG809473,238320121,National_ID,https://files.catbox.moe/r5nj4o.jpg
284,257,Fifth Primary,الخامس الابتدائي,Youssef,يوسف,Abdelrahman Nour Abdelrahman Ibrahim,سعود فهد عبدالله آل سعود,2012-09-17,1433-09-17,Male,REG356101,178228367,National_ID,https://files.catbox.moe/ypraoq.jpg
300,546,Fifth Primary,الخامس الابتدائي,Dina,دينا,Turki Rami Nader Azar,رامي باسل باسل جابر,2009-11-25,1430-11-25,Female,REG338748,298395944,Iqama,https://files.catbox.moe/r5nj4o.jpg
301,263,Fifth Primary,الخامس الابتدائي,Youssef,يوسف,Abdullah Khalid Saud Al Otaibi,جميل نادر كرم جابر,2011-04-28,1432-04-28,Male,REG550142,125126650,National_ID,https://files.catbox.moe/23kp94.jpg
302,236,Fifth Primary,الخامس الابتدائي,Ismail,إسماعيل,Abdullah Khalid Saud Al Otaibi,جميل نادر كرم جابر,2015-07-03,1436-07-03,Male,REG486204,180519403,National_ID,https://files.catbox.moe/ypraoq.jpg
305,388,Fifth Primary,الخامس الابتدائي,Samah,سماح,Saud Nader Jamil Haddad,إسماعيل عمر نور حسن,2014-08-07,1435-08-07,Female,REG724489,278191414,Iqama,https://files.catbox.moe/r5nj4o.jpg
316,249,Fifth Primary,الخامس الابتدائي,Karam,كرم,Ahmed Youssef Hassan El Sayed,حسن أحمد طارق إبراهيم,2015-01-07,1436-01-07,Male,REG646209,280695424,National_ID,https://files.catbox.moe/ypraoq.jpg
322,389,Fifth Primary,الخامس الابتدائي,Abeer,عبير,Nasser Fahad Turki Al Otaibi,خالد سعود خالد آل سعود,2010-11-08,1431-11-08,Female,REG543665,293463094,National_ID,https://files.catbox.moe/tyqlaa.jpg
325,292,Fifth Primary,الخامس الابتدائي,Turki,تركي,Hassan Ahmed Ahmed El Sayed,أحمد مصطفى مصطفى إبراهيم,2012-12-06,1433-12-06,Male,REG229324,229540434,Iqama,https://files.catbox.moe/23kp94.jpg
329,280,Fifth Primary,الخامس الابتدائي,Abdelrahman,عبد الرحمن,Omar Omar Abdelrahman Abdelrahman,أحمد حسن مصطفى توفيق,2017-04-19,1438-04-19,Male,REG952177,118277077,National_ID,https://files.catbox.moe/2l6fok.jpg
349,287,Fifth Primary,الخامس الابتدائي,Ahmed,احمد,Mostafa Tarek Tarek Tawfik,حسن مصطفى أحمد السيد,2006-12-29,1427-12-29,Male,REG401545,126938736,Iqama,https://files.catbox.moe/ypraoq.jpg
350,546,Fifth Primary,الخامس الابتدائي,Salma,سلمي,Mostafa Tarek Tarek Tawfik,حسن مصطفى أحمد السيد,2016-10-20,1437-10-20,Female,REG532141,168660292,Iqama,https://files.catbox.moe/tyqlaa.jpg
352,241,Fifth Primary,الخامس الابتدائي,Nader,نادر,Mostafa Tarek Tarek Tawfik,حسن مصطفى أحمد السيد,2012-12-21,1433-12-21,Male,REG311096,264654608,Iqama,https://files.catbox.moe/tw1jzy.jpg
370,263,Fifth Primary,الخامس الابتدائي,Saud,سعود,Ahmed Mostafa Youssef Mahmoud,سعود تركي خالد المطيري,2009-09-17,1430-09-17,Male,REG551792,247284338,Iqama,https://files.catbox.moe/2l6fok.jpg
385,249,Fifth Primary,الخامس الابتدائي,Khalid,خالد,Mohammed Jamil Nader Jaber,عبدالله سعود القحطاني,2016-12-23,1437-12-23,Male,REG663896,110345135,National_ID,https://files.catbox.moe/tw1jzy.jpg
389,290,Fifth Primary,الخامس الابتدائي,Mohamed,محمد,Tarek Ahmed Tarek El Sayed,نور عبد الرحمن محمد إبراهيم,2011-05-24,1432-05-24,Male,REG350561,139590254,Iqama,https://files.catbox.moe/ypraoq.jpg
401,243,Fifth Primary,الخامس الابتدائي,Mostafa,مصطفى,Fahad Bassel Jamil Azar,تركي عبد الله سعود الحربي,2014-02-22,1435-02-22,Male,REG100783,238279286,National_ID,https://files.catbox.moe/2l6fok.jpg
406,501,Fifth Primary,الخامس الابتدائي,Dina,دينا,Mostafa Ahmed Mostafa Mahmoud,مصطفى طارق أحمد فريد,2007-01-28,1428-01-28,Female,REG982639,112382245,Iqama,https://files.catbox.moe/r5nj4o.jpg
413,501,Fifth Primary,الخامس الابتدائي,Noura,نورا,Tarek Tarek Mostafa Ibrahim,نادر نادر كرم عازر,2016-02-15,1437-02-15,Female,REG660601,238076530,Iqama,https://files.catbox.moe/tyqlaa.jpg
416,468,Fifth Primary,الخامس الابتدائي,Rima,ريما,Abdullah Nader Jamil Kanaan,أحمد مصطفى يوسف محمود,2007-12-26,1428-12-26,Female,REG287982,171662935,Iqama,https://files.catbox.moe/r5nj4o.jpg
420,484,Fifth Primary,الخامس الابتدائي,Latifa,لطيفة,Youssef Mostafa Ahmed El Sayed,حسن أحمد طارق إبراهيم,2015-04-22,1436-04-22,Female,REG826393,220913724,National_ID,https://files.catbox.moe/tyqlaa.jpg
422,494,Fifth Primary,الخامس الابتدائي,Nihal,نهال,Youssef Mostafa Ahmed El Sayed,حسن أحمد طارق إبراهيم,2015-01-09,1436-01-09,Female,REG878631,139909430,National_ID,https://files.catbox.moe/r5nj4o.jpg
438,520,Fifth Primary,الخامس الابتدائي,Dina,دينا,Tarek Youssef Mostafa Ibrahim,تركي تركي تركي آل سعود,2013-12-29,1434-12-29,Female,REG926041,145589885,Iqama,https://files.catbox.moe/r5nj4o.jpg
450,260,Fifth Primary,الخامس الابتدائي,Khalid,خالد,Rami Karam Karam Jaber,فهد عبدالله سعود المطيري,2008-06-17,1429-06-17,Male,REG958421,194597709,Iqama,https://files.catbox.moe/23kp94.jpg
453,277,Fifth Primary,الخامس الابتدائي,Nader,نادر,Tarek Tarek Hassan Mahmoud,حسن أحمد أحمد توفيق,2006-11-23,1427-11-23,Male,REG817533,154445075,Iqama,https://files.catbox.moe/2l6fok.jpg
454,284,Fifth Primary,الخامس الابتدائي,Hassan,حسن,Tarek Tarek Hassan Mahmoud,حسن أحمد أحمد توفيق,2012-04-09,1433-04-09,Male,REG828713,115691337,Iqama,https://files.catbox.moe/tw1jzy.jpg
456,248,Fifth Primary,الخامس الابتدائي,Turki,تركي,Omar Nour Omar Mustafa,عبد الله تركي فهد الحربي,2009-06-03,1430-06-03,Male,REG237125,264492148,Iqama,https://files.catbox.moe/tw1jzy.jpg
463,362,Fifth Primary,الخامس الابتدائي,Samar,سمر,Mansour Fahad Turki Al Saud,سعود خالد فهد القحطاني,2009-12-07,1430-12-07,Female,REG978318,138337892,National_ID,https://files.catbox.moe/tyqlaa.jpg
481,520,Fifth Primary,الخامس الابتدائي,Lina,لينا,Nour Ismail Nour Abdelrahman,طارق يوسف أحمد إبراهيم,2008-04-22,1429-04-22,Female,REG170306,135752086,National_ID,https://files.catbox.moe/tyqlaa.jpg
488,557,Fifth Primary,الخامس الابتدائي,Samah,سماح,Nader Bassel Jamil Azar,خالد فهد فهد آل سعود,2009-12-08,1430-12-08,Female,REG797815,189420065,National_ID,https://files.catbox.moe/r5nj4o.jpg
491,469,Fifth Primary,الخامس الابتدائي,Rania,رانيا,Mohammed Mohamed Nour Ibrahim,نور إسماعيل نور عبد الرحمن,2014-06-13,1435-06-13,Female,REG711827,219668604,Iqama,https://files.catbox.moe/tyqlaa.jpg
498,254,Fifth Primary,الخامس الابتدائي,Youssef,يوسف,Sherif Youssef Mostafa Ibrahim,نادر باسل جميل عازر,2016-06-25,1437-06-25,Male,REG541540,162038467,Iqama,https://files.catbox.moe/23kp94.jpg
248,282,Fourth Primary,الرابع الابتدائي,Rami,رامي,Mansour Rami Rami Khoury,شريف يوسف مصطفى إبراهيم,2010-02-12,1431-02-12,Male,REG411436,282437980,National_ID,https://files.catbox.moe/2l6fok.jpg
251,344,Fourth Primary,الرابع الابتدائي,Samah,سماح,Hisham Ahmed Ahmed Ibrahim,عبد الرحمن نور نور عبد الرحمن,2018-05-26,1439-05-26,Female,REG539030,287600357,Iqama,https://files.catbox.moe/r5nj4o.jpg
253,298,Fourth Primary,الرابع الابتدائي,Mohamed,محمد,Hisham Ahmed Ahmed Ibrahim,عبد الرحمن نور نور عبد الرحمن,2011-10-23,1432-10-23,Male,REG432188,110575143,Iqama,https://files.catbox.moe/2l6fok.jpg
254,259,Fourth Primary,الرابع الابتدائي,Tarek,طارق,Hisham Ahmed Ahmed Ibrahim,عبد الرحمن نور نور عبد الرحمن,2011-11-14,1432-11-14,Male,REG731919,267370789,Iqama,https://files.catbox.moe/tw1jzy.jpg
262,294,Fourth Primary,الرابع الابتدائي,Saud,سعود,Tarek Hassan Youssef Farid,حسن يوسف حسن توفيق,2016-04-24,1437-04-24,Male,REG386454,199392879,Iqama,https://files.catbox.moe/23kp94.jpg
264,300,Fourth Primary,الرابع الابتدائي,Tarek,طارق,Tarek Hassan Youssef Farid,حسن يوسف حسن توفيق,2018-08-12,1439-08-12,Male,REG999103,220272651,Iqama,https://files.catbox.moe/tw1jzy.jpg
267,358,Fourth Primary,الرابع الابتدائي,Diala,ديالا,Jamil Nader Rami Kanaan,تركي فهد فهد آل سعود,2007-07-11,1428-07-11,Female,REG140977,177579188,National_ID,https://files.catbox.moe/r5nj4o.jpg
280,267,Fourth Primary,الرابع الابتدائي,Mostafa,مصطفى,Ahmed Hassan Mostafa Ibrahim,مصطفى أحمد حسن إبراهيم,2009-02-16,1430-02-16,Male,REG306621,151454710,Iqama,https://files.catbox.moe/2l6fok.jpg
283,241,Fourth Primary,الرابع الابتدائي,Rami,رامي,Abdelrahman Nour Abdelrahman Ibrahim,سعود فهد عبدالله آل سعود,2014-03-26,1435-03-26,Male,REG162945,164127372,National_ID,https://files.catbox.moe/2l6fok.jpg
288,284,Fourth Primary,الرابع الابتدائي,Ahmed,احمد,Khalid Saud Fahad Al Harbi,فهد فهد خالد آل سعود,2014-12-10,1435-12-10,Male,REG457556,257274467,National_ID,https://files.catbox.moe/ypraoq.jpg
290,250,Fourth Primary,الرابع الابتدائي,Tarek,طارق,Khalid Saud Fahad Al Harbi,فهد فهد خالد آل سعود,2016-02-27,1437-02-27,Male,REG501822,113282837,National_ID,https://files.catbox.moe/ypraoq.jpg
293,365,Fourth Primary,الرابع الابتدائي,Mona,مني,Bassel Jamil Bassel Jaber,فهد خالد تركي الحربي,2015-03-17,1436-03-17,Female,REG883335,193522337,Iqama,https://files.catbox.moe/r5nj4o.jpg
296,419,Fourth Primary,الرابع الابتدائي,Hala,هاله,Turki Rami Nader Azar,رامي باسل باسل جابر,2007-09-11,1428-09-11,Female,REG611490,144364265,Iqama,https://files.catbox.moe/r5nj4o.jpg
308,311,Fourth Primary,الرابع الابتدائي,Samar,سمر,Saud Nader Jamil Haddad,إسماعيل عمر نور حسن,2016-05-15,1437-05-15,Female,REG311341,159655465,Iqama,https://files.catbox.moe/r5nj4o.jpg
309,413,Fourth Primary,الرابع الابتدائي,Salma,سلمي,Saud Turki Khalid Al Mutairi,باسل نادر رامي كنعان,2010-05-15,1431-05-15,Female,REG444831,126280716,Iqama,https://files.catbox.moe/r5nj4o.jpg
320,454,Fourth Primary,الرابع الابتدائي,Najat,نجاة,Nader Bassel Jamil Azar,كرم باسل جميل عازر,2007-07-06,1428-07-06,Female,REG379571,277160591,Iqama,https://files.catbox.moe/r5nj4o.jpg
363,277,Fourth Primary,الرابع الابتدائي,Mohamed,محمد,Karam Bassel Rami Jaber,خالد سعود فهد الحربي,2017-02-10,1438-02-10,Male,REG272728,138004996,National_ID,https://files.catbox.moe/tw1jzy.jpg
366,274,Fourth Primary,الرابع الابتدائي,Jamil,جميل,Nader Nader Karam Azar,باسل جميل باسل جابر,2018-04-22,1439-04-22,Male,REG988323,163429614,National_ID,https://files.catbox.moe/ypraoq.jpg
373,260,Fourth Primary,الرابع الابتدائي,Omar,عمر,Hassan Ahmed Tarek Ibrahim,أحمد يوسف حسن السيد,2008-04-13,1429-04-13,Male,REG923630,195310880,National_ID,https://files.catbox.moe/2l6fok.jpg
374,473,Fourth Primary,الرابع الابتدائي,Najat,نجاة,Hassan Ahmed Tarek Ibrahim,أحمد يوسف حسن السيد,2007-06-02,1428-06-02,Female,REG581559,247647251,National_ID,https://files.catbox.moe/r5nj4o.jpg
383,279,Fourth Primary,الرابع الابتدائي,Bassel,باسل,Omar Omar Mohamed Mustafa,عمر عمر عبد الرحمن عبد الرحمن,2018-01-03,1439-01-03,Male,REG774917,212901350,Iqama,https://files.catbox.moe/2l6fok.jpg
391,551,Fourth Primary,الرابع الابتدائي,Najat,نجاة,Turki Turki Turki Al Saud,فهد سعود عبدالله القحطاني,2017-12-24,1438-12-24,Female,REG351656,118988485,National_ID,https://files.catbox.moe/tyqlaa.jpg
395,320,Fourth Primary,الرابع الابتدائي,Rania,رانيا,Faisal Turki Saud Al Mutairi,مصطفى طارق طارق توفيق,2007-01-17,1428-01-17,Female,REG527806,280934447,National_ID,https://files.catbox.moe/r5nj4o.jpg
399,279,Fourth Primary,الرابع الابتدائي,Abdelrahman,عبد الرحمن,Fahad Bassel Jamil Azar,تركي عبد الله سعود الحربي,2019-04-08,1440-04-08,Male,REG987065,138996123,National_ID,https://files.catbox.moe/2l6fok.jpg
411,376,Fourth Primary,الرابع الابتدائي,Lina,لينا,Tarek Tarek Mostafa Ibrahim,نادر نادر كرم عازر,2017-09-25,1438-09-25,Female,REG196458,194071088,Iqama,https://files.catbox.moe/r5nj4o.jpg
423,437,Fourth Primary,الرابع الابتدائي,Samah,سماح,Fahad Abdullah Saud Al Mutairi,عمر إسماعيل عبد الرحمن حسن,2011-08-04,1432-08-04,Female,REG511888,247635366,National_ID,https://files.catbox.moe/r5nj4o.jpg
425,431,Fourth Primary,الرابع الابتدائي,Salma,سلمي,Fahad Abdullah Saud Al Mutairi,عمر إسماعيل عبد الرحمن حسن,2008-11-15,1429-11-15,Female,REG528221,143194995,National_ID,https://files.catbox.moe/r5nj4o.jpg
433,282,Fourth Primary,الرابع الابتدائي,Bassel,باسل,Hassan Ahmed Ahmed Tawfik,طارق أحمد طارق السيد,2008-01-31,1429-01-31,Male,REG442021,160299223,National_ID,https://files.catbox.moe/2l6fok.jpg
435,300,Fourth Primary,الرابع الابتدائي,Youssef,يوسف,Tarek Youssef Mostafa Ibrahim,تركي تركي تركي آل سعود,2009-01-19,1430-01-19,Male,REG724606,127437113,Iqama,https://files.catbox.moe/tw1jzy.jpg
439,476,Fourth Primary,الرابع الابتدائي,Huda,هدي,Abdullah Turki Fahad Al Harbi,مصطفى أحمد مصطفى محمود,2013-09-23,1434-09-23,Female,REG190658,177055161,Iqama,https://files.catbox.moe/tyqlaa.jpg
444,264,Fourth Primary,الرابع الابتدائي,Saud,سعود,Saud Khalid Fahad Al Qahtani,طارق طارق مصطفى إبراهيم,2011-12-01,1432-12-01,Male,REG484356,249799013,National_ID,https://files.catbox.moe/tw1jzy.jpg
449,250,Fourth Primary,الرابع الابتدائي,Fahad,فهد,Rami Karam Karam Jaber,فهد عبدالله سعود المطيري,2007-08-05,1428-08-05,Male,REG784794,238567428,Iqama,https://files.catbox.moe/tw1jzy.jpg
467,465,Fourth Primary,الرابع الابتدائي,Amna,آمنة,Tarek Youssef Ahmed Ibrahim,رامي كرم كرم جابر,2017-11-09,1438-11-09,Female,REG834873,181415708,National_ID,https://files.catbox.moe/tyqlaa.jpg
469,282,Fourth Primary,الرابع الابتدائي,Turki,تركي,Tarek Youssef Ahmed Ibrahim,رامي كرم كرم جابر,2008-06-28,1429-06-28,Male,REG150220,117550434,National_ID,https://files.catbox.moe/23kp94.jpg
472,291,Fourth Primary,الرابع الابتدائي,Nour,نور,Khalid Bassel Rami Kanaan,طارق طارق حسن محمود,2011-05-21,1432-05-21,Male,REG517133,262944855,Iqama,https://files.catbox.moe/2l6fok.jpg
476,425,Fourth Primary,الرابع الابتدائي,Abeer,عبير,Khalid Fahad Fahad Al Saud,عمر نور عمر مصطفى,2016-09-07,1437-09-07,Female,REG945453,232050966,Iqama,https://files.catbox.moe/r5nj4o.jpg
478,373,Fourth Primary,الرابع الابتدائي,Maha,مها,Khalid Fahad Fahad Al Saud,عمر نور عمر مصطفى,2008-10-22,1429-10-22,Female,REG826870,235522308,Iqama,https://files.catbox.moe/r5nj4o.jpg
479,546,Fourth Primary,الرابع الابتدائي,Samar,سمر,Khalid Fahad Fahad Al Saud,عمر نور عمر مصطفى,2009-07-29,1430-07-29,Female,REG430279,129500546,Iqama,https://files.catbox.moe/r5nj4o.jpg
482,550,Fourth Primary,الرابع الابتدائي,Huda,هدي,Nour Ismail Nour Abdelrahman,طارق يوسف أحمد إبراهيم,2014-07-04,1435-07-04,Female,REG523332,288777336,National_ID,https://files.catbox.moe/tyqlaa.jpg
483,287,Fourth Primary,الرابع الابتدائي,Ismail,إسماعيل,Nour Ismail Nour Abdelrahman,طارق يوسف أحمد إبراهيم,2012-04-03,1433-04-03,Male,REG363087,149792917,National_ID,https://files.catbox.moe/tw1jzy.jpg
242,415,Sixth Primary,السادس الابتدائي,Lina,لينا,Bader Jamil Bassel Kanaan,محمد محمد نور إبراهيم,2014-11-17,1435-11-17,Female,REG568065,197016944,Iqama,https://files.catbox.moe/r5nj4o.jpg
244,276,Sixth Primary,السادس الابتدائي,Turki,تركي,Bader Jamil Bassel Kanaan,محمد محمد نور إبراهيم,2017-10-17,1438-10-17,Male,REG171632,296283062,Iqama,https://files.catbox.moe/tw1jzy.jpg
246,276,Sixth Primary,السادس الابتدائي,Nour,نور,Mansour Rami Rami Khoury,شريف يوسف مصطفى إبراهيم,2015-08-18,1436-08-18,Male,REG577741,130441810,National_ID,https://files.catbox.moe/23kp94.jpg
247,269,Sixth Primary,السادس الابتدائي,Hassan,حسن,Mansour Rami Rami Khoury,شريف يوسف مصطفى إبراهيم,2016-10-07,1437-10-07,Male,REG282494,162713681,National_ID,https://files.catbox.moe/ypraoq.jpg
249,408,Sixth Primary,السادس الابتدائي,Samah,سماح,Mansour Rami Rami Khoury,شريف يوسف مصطفى إبراهيم,2006-07-24,1427-07-24,Female,REG596944,142008793,National_ID,https://files.catbox.moe/tyqlaa.jpg
259,250,Sixth Primary,السادس الابتدائي,Bassel,باسل,Karim Tarek Hassan El Sayed,خالد تركي عبدالله آل سعود,2016-08-24,1437-08-24,Male,REG268052,258404649,National_ID,https://files.catbox.moe/23kp94.jpg
260,569,Sixth Primary,السادس الابتدائي,Diala,ديالا,Karim Tarek Hassan El Sayed,خالد تركي عبدالله آل سعود,2009-01-17,1430-01-17,Female,REG624983,171813917,National_ID,https://files.catbox.moe/r5nj4o.jpg
265,290,Sixth Primary,السادس الابتدائي,Ismail,إسماعيل,Tarek Hassan Youssef Farid,حسن يوسف حسن توفيق,2018-05-31,1439-05-31,Male,REG333914,231203464,Iqama,https://files.catbox.moe/ypraoq.jpg
268,387,Sixth Primary,السادس الابتدائي,Samar,سمر,Jamil Nader Rami Kanaan,تركي فهد فهد آل سعود,2007-11-01,1428-11-01,Female,REG331177,162126702,National_ID,https://files.catbox.moe/tyqlaa.jpg
270,546,Sixth Primary,السادس الابتدائي,Abeer,عبير,Jamil Nader Rami Kanaan,تركي فهد فهد آل سعود,2007-01-24,1428-01-24,Female,REG411390,260230615,National_ID,https://files.catbox.moe/tyqlaa.jpg
271,263,Sixth Primary,السادس الابتدائي,Abdullah,عبد الله,Faisal Nader Karam Haddad,يوسف يوسف حسن محمود,2007-07-11,1428-07-11,Male,REG524580,237679247,National_ID,https://files.catbox.moe/tw1jzy.jpg
276,300,Sixth Primary,السادس الابتدائي,Youssef,يوسف,Ahmed Hassan Mostafa Ibrahim,مصطفى أحمد حسن إبراهيم,2006-08-27,1427-08-27,Male,REG153076,274913942,Iqama,https://files.catbox.moe/tw1jzy.jpg
282,251,Sixth Primary,السادس الابتدائي,Hassan,حسن,Abdelrahman Nour Abdelrahman Ibrahim,سعود فهد عبدالله آل سعود,2017-07-22,1438-07-22,Male,REG763988,280154724,National_ID,https://files.catbox.moe/tw1jzy.jpg
286,248,Sixth Primary,السادس الابتدائي,Ahmed,احمد,Khalid Saud Fahad Al Harbi,فهد فهد خالد آل سعود,2012-11-24,1433-11-24,Male,REG250886,157059116,National_ID,https://files.catbox.moe/2l6fok.jpg
289,239,Sixth Primary,السادس الابتدائي,Saud,سعود,Khalid Saud Fahad Al Harbi,فهد فهد خالد آل سعود,2006-12-19,1427-12-19,Male,REG149587,147398762,National_ID,https://files.catbox.moe/2l6fok.jpg
295,301,Sixth Primary,السادس الابتدائي,Najat,نجاة,Bassel Jamil Bassel Jaber,فهد خالد تركي الحربي,2016-08-09,1437-08-09,Female,REG833804,147411424,Iqama,https://files.catbox.moe/r5nj4o.jpg
298,268,Sixth Primary,السادس الابتدائي,Hassan,حسن,Turki Rami Nader Azar,رامي باسل باسل جابر,2013-08-25,1434-08-25,Male,REG106054,282346455,Iqama,https://files.catbox.moe/ypraoq.jpg
299,352,Sixth Primary,السادس الابتدائي,Abeer,عبير,Turki Rami Nader Azar,رامي باسل باسل جابر,2019-03-27,1440-03-27,Female,REG101872,242257006,Iqama,https://files.catbox.moe/r5nj4o.jpg
303,387,Sixth Primary,السادس الابتدائي,Rasha,رشا,Abdullah Khalid Saud Al Otaibi,جميل نادر كرم جابر,2016-07-30,1437-07-30,Female,REG321358,241936420,National_ID,https://files.catbox.moe/tyqlaa.jpg
314,264,Sixth Primary,السادس الابتدائي,Rami,رامي,Ahmed Youssef Hassan El Sayed,حسن أحمد طارق إبراهيم,2009-06-28,1430-06-28,Male,REG650016,214810586,National_ID,https://files.catbox.moe/2l6fok.jpg
334,255,Sixth Primary,السادس الابتدائي,Mohamed,محمد,Tarek Mostafa Youssef Tawfik,عبد الرحمن إسماعيل نور عبد الرحمن,2012-01-29,1433-01-29,Male,REG461927,117719790,National_ID,https://files.catbox.moe/tw1jzy.jpg
336,351,Sixth Primary,السادس الابتدائي,Hala,هاله,Tarek Mostafa Youssef Tawfik,عبد الرحمن إسماعيل نور عبد الرحمن,2007-01-03,1428-01-03,Female,REG835512,267936911,National_ID,https://files.catbox.moe/r5nj4o.jpg
342,460,Sixth Primary,السادس الابتدائي,Maha,مها,Nour Abdelrahman Mohamed Ibrahim,كرم نادر رامي خوري,2018-08-06,1439-08-06,Female,REG697338,232277761,National_ID,https://files.catbox.moe/tyqlaa.jpg
345,334,Sixth Primary,السادس الابتدائي,Samah,سماح,Fahad Saud Abdullah Al Qahtani,خالد فهد سعود الحربي,2018-04-13,1439-04-13,Female,REG948358,156303022,Iqama,https://files.catbox.moe/r5nj4o.jpg
346,372,Sixth Primary,السادس الابتدائي,Samar,سمر,Fahad Saud Abdullah Al Qahtani,خالد فهد سعود الحربي,2008-12-20,1429-12-20,Female,REG579683,143736559,Iqama,https://files.catbox.moe/r5nj4o.jpg
354,315,Sixth Primary,السادس الابتدائي,Rima,ريما,Mansour Karam Karam Azar,طارق حسن يوسف فريد,2007-03-13,1428-03-13,Female,REG384407,269581520,National_ID,https://files.catbox.moe/r5nj4o.jpg
358,311,Sixth Primary,السادس الابتدائي,Dina,دينا,Turki Abdullah Saud Al Harbi,جميل نادر رامي كنعان,2006-09-27,1427-09-27,Female,REG570136,182889739,National_ID,https://files.catbox.moe/r5nj4o.jpg
362,236,Sixth Primary,السادس الابتدائي,Khalid,خالد,Mostafa Tarek Ahmed Farid,عبد الرحمن نور عبد الرحمن إبراهيم,2008-08-26,1429-08-26,Male,REG826562,174254843,Iqama,https://files.catbox.moe/ypraoq.jpg
365,541,Sixth Primary,السادس الابتدائي,Hala,هاله,Karam Bassel Rami Jaber,خالد سعود فهد الحربي,2008-03-09,1429-03-09,Female,REG838768,175194892,National_ID,https://files.catbox.moe/tyqlaa.jpg
368,274,Sixth Primary,السادس الابتدائي,Saud,سعود,Nader Nader Karam Azar,باسل جميل باسل جابر,2017-06-08,1438-06-08,Male,REG466892,182678993,National_ID,https://files.catbox.moe/ypraoq.jpg
379,336,Sixth Primary,السادس الابتدائي,Najat,نجاة,Khalid Abdullah Turki Al Otaibi,حسن أحمد أحمد السيد,2017-02-25,1438-02-25,Female,REG622662,259130993,Iqama,https://files.catbox.moe/tyqlaa.jpg
380,294,Sixth Primary,السادس الابتدائي,Fahad,فهد,Khalid Abdullah Turki Al Otaibi,حسن أحمد أحمد السيد,2012-02-22,1433-02-22,Male,REG921671,150586592,Iqama,https://files.catbox.moe/23kp94.jpg
386,242,Sixth Primary,السادس الابتدائي,Saud,سعود,Mohammed Jamil Nader Jaber,عبدالله سعود القحطاني,2011-06-09,1432-06-09,Male,REG309524,251379948,National_ID,https://files.catbox.moe/tw1jzy.jpg
